Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Topic,Priority,Transaction_ID,Sentiment,topic,priority,sentiment,topic_lv,Nedēļa
T000110,2023-12-05,C0113,Battery problem with my lock,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
This is unacceptable.

—
Regards,
A very unhappy customer</p>

My order #100122.",Software/Connectivity,NORMAL,100122.0,Positive,Battery,Critical,Negative,Baterija,2023-12-04
T000111,2023-12-05,C0039,Tracking shows no updates,"My delivery is late.
Tracking shows in transit for days.
This is taking too long.
Also: delivery late.

<br><br>--<br>NordTech Customer",Logistics,NORMAL,,Neutral,Logistics,Critical,Negative,Loģistika,2023-12-04
T000109,2023-12-05,C0064,Product defective,"<p>The product is defective.
This should not happen.
What are my options?

<p>Thanks</p><p>Customer</p></p>",Software/Connectivity,NORMAL,,Positive,General,Normal,Neutral,Vispārēji,2023-12-04
T000104,2023-12-05,C0106,Refund for my purchase,"<p>I want to get a refund for this product.
It is defective.
I need my money back.
Also: want a refund.

Sent from my Android device</p>

My order #100968.",General Inquiry,HIGH,100968.0,Neutral,General,High,Negative,Vispārēji,2023-12-04
T000119,2023-12-06,C0166,Not working as expected,"The product is defective.
Poor quality.
What are my options?
Also: defective.

<br><br>--<br>NordTech Customer

Order number: 100689",General Inquiry,NORMAL,100689.0,Neutral,General,Normal,Negative,Vispārēji,2023-12-04
T000113,2023-12-06,C0145,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?
Also: delivery late.

Sent from my Android device</p>

My order #100796.",Logistics,NORMAL,100796.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-04
T000114,2023-12-06,C0312,Battery problem with my lock,"My NordLock Pro dies in 48 hours.<br>I changed batteries and it still dies.<br>I can't rely on this.<br><br>Sent from my iPhone

Order number: 100252",General Inquiry,NORMAL,100252.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000117,2023-12-06,C0103,NordLock Pro pairing issue,"The app will not connect to WiFi.<br>I tried reinstalling the app but it fails.<br>It worked once and then stopped.<br><br><br><br>--<br>NordTech Customer

My order #101103.",Software/Connectivity,NORMAL,101103.0,Negative,Software,High,Negative,Programmatūra,2023-12-04
T000112,2023-12-06,C0097,Product defective,The product is defective.<br>Poor quality.<br>What are my options?<br><br><br><br>--<br>NordTech Customer,General Inquiry,NORMAL,,Neutral,General,Normal,Negative,Vispārēji,2023-12-04
T000116,2023-12-06,C0084,NordLock Pro battery drains fast,"<p>My smart lock battery drains in 48 hours.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device</p><br><p>This is unacceptable.</p>

My order #100854.",Battery Issue,CRITICAL,100854.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000113,2023-12-06,C0145,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?
Also: delivery late.

Sent from my Android device</p>

My order #100796.",Logistics,NORMAL,100796.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-04
T000120,2023-12-06,C0052,Battery dies in 2 days,"My smart lock battery drains in 48 hours.
I tried new batteries and it still drains quickly.
This is unacceptable.

Sent from my Android device

My order #100728.",Battery Issue,NORMAL,100728.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000115,2023-12-06,C0122,I want a refund,"<p>I want to get a refund for this product.
It is not as described.
Please send return instructions.
Also: RMA.

<p>Thanks</p><p>Customer</p></p>",General Inquiry,HIGH,,Positive,General,Normal,Negative,Vispārēji,2023-12-04
T000118,2023-12-06,C0017,Delivery delay,My delivery is stuck.<br>Tracking shows no updates.<br>Where is my order?<br>Also: tracking.<br><br><br><br>--<br>NordTech Customer,Access/Lock Failure,CRITICAL,,Negative,Logistics,High,Negative,Loģistika,2023-12-04
T000122,2023-12-07,C0006,Very disappointed,"The product is defective.
This should not happen.
Please help.
Also: broken.

Sent from my iPhone

Ref: TX-100754",Software/Connectivity,CRITICAL,100754.0,Negative,General,High,Negative,Vispārēji,2023-12-04
T000125,2023-12-07,C0312,App cannot connect to WiFi,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
Please advise.

Sent from my Android device</p>

Order number: 100252",Software/Connectivity,NORMAL,100252.0,Negative,Software,Normal,Negative,Programmatūra,2023-12-04
T000121,2023-12-07,C0013,Tracking shows no updates,"<p>My delivery is stuck.
Tracking shows no updates.
Please update me.
Also: where is my order.

<br><br>--<br>NordTech Customer</p><br><p>This is unacceptable.</p>

Order number: 100829",Access/Lock Failure,CRITICAL,100829.0,Negative,Logistics,High,Negative,Loģistika,2023-12-04
T000124,2023-12-07,C0124,Return request,"<p>I want to return this product.
It is not working.
Please send return instructions.
Also: want a refund.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Order number: 100070",General Inquiry,HIGH,100070.0,Positive,Logistics,High,Negative,Loģistika,2023-12-04
T000126,2023-12-07,C0028,Locked out of my home,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.
Also: can't get in.

Sent from my Android device</p><br><p>Please help!</p>

Order number: 100767",Access/Lock Failure,CRITICAL,100767.0,Negative,Access Failure,High,Negative,Piekļuve,2023-12-04
T000123,2023-12-07,C0035,Return request,"I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br>Also: RMA.<br><br><br><br>--<br>NordTech Customer

Ref: TX-100918",General Inquiry,HIGH,100918.0,Neutral,General,High,Negative,Vispārēji,2023-12-04
T000132,2023-12-08,C0057,Locked out of my home,"I am stuck outside — the lock does not respond.<br>The app shows not responding.<br>I can't get into my house.<br>Also: stuck outside.<br><br>—<br>Regards,<br>A very unhappy customer

Order number: 100758",Access/Lock Failure,CRITICAL,100758.0,Neutral,General,High,Negative,Vispārēji,2023-12-04
T000130,2023-12-08,C0267,NordLock Pro won't unlock,"<p>I am stuck outside — the lock does not respond.
The app shows offline.
I need immediate assistance.

Sent from my Android device</p>

My order #100881.",Access/Lock Failure,CRITICAL,100881.0,Negative,Access Failure,High,Negative,Piekļuve,2023-12-04
T000142,2023-12-08,C0102,I want a refund,"I want to get a refund for this product.<br>It is not as described.<br>I need my money back.<br><br><p>Thanks</p><p>Customer</p>

My order #100866.",General Inquiry,HIGH,100866.0,Positive,Logistics,High,Negative,Loģistika,2023-12-04
T000139,2023-12-08,C0052,Battery problem with my lock,"<p>My NordLock Pro battery drains in 2 days.
I changed batteries and it still drains quickly.
This is unacceptable.
Also: battery drains.

Sent from my iPhone</p>",Battery Issue,NORMAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000138,2023-12-08,C0112,Locked out of my home,"I am locked out — the lock does not respond.<br>The app shows offline.<br>This is urgent.<br><br>Sent from my Android device

My order #100786.",Access/Lock Failure,CRITICAL,100786.0,Neutral,General,Critical,Negative,Vispārēji,2023-12-04
T000128,2023-12-08,C0002,Can't connect the app,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
Is there a fix?

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

Order number: 100748",Software/Connectivity,NORMAL,100748.0,Neutral,Software,High,Negative,Programmatūra,2023-12-04
T000133,2023-12-08,C0062,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried reinstalling the app but it fails.
Is there a fix?

<p>Thanks</p><p>Customer</p></p>

My order #100927.",Software/Connectivity,NORMAL,100927.0,Neutral,Software,High,Negative,Programmatūra,2023-12-04
T000140,2023-12-08,C0106,Can't connect the app,"The app cannot connect to the lock.
I tried reinstalling the app but it fails.
It worked once and then stopped.
Also: pairing.

<p>Thanks</p><p>Customer</p>

My order #100968.",Software/Connectivity,NORMAL,100968.0,Neutral,Software,High,Negative,Programmatūra,2023-12-04
T000141,2023-12-08,C0026,I want a refund,"I want to return this product.<br>It is defective.<br>I need my money back.<br><br>—<br>Regards,<br>A very unhappy customer",Software/Connectivity,HIGH,,Positive,General,High,Negative,Vispārēji,2023-12-04
T000143,2023-12-08,C0066,NordLock Pro won't unlock,"<p>I am locked out — the lock will not unlock.
The app shows offline.
This is urgent.

<p>Thanks</p><p>Customer</p></p><br><p>ASAP</p>

My order #100663.",Access/Lock Failure,CRITICAL,100663.0,Positive,Software,Critical,Negative,Programmatūra,2023-12-04
T000127,2023-12-08,C0199,Delivery delay,"My delivery is late.
Tracking shows in transit for days.
Where is my order?

<br><br>--<br>NordTech Customer

My order #100140.",Logistics,NORMAL,100140.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-04
T000134,2023-12-08,C0199,NordLock Pro battery drains fast,"<p>My smart lock dies in a day.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my iPhone</p>

Ref: TX-100140",General Inquiry,NORMAL,100140.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000144,2023-12-08,C0003,Not working as expected,"The product is broken.<br>This should not happen.<br>What are my options?<br><br><br><br>--<br>NordTech Customer

Order number: 100838",Software/Connectivity,HIGH,100838.0,Negative,General,Normal,Negative,Vispārēji,2023-12-04
T000129,2023-12-08,C0016,NordLock Pro pairing issue,"<p>The app cannot connect to WiFi.
I tried resetting but it fails.
Please advise.

Sent from my Android device</p><br><p>This is unacceptable.</p>

My order #100830.",Software/Connectivity,NORMAL,100830.0,Negative,Software,High,Negative,Programmatūra,2023-12-04
T000137,2023-12-08,C0145,Not working as expected,"<p>The product is not working.
This should not happen.
What are my options?

<br><br>--<br>NordTech Customer</p>

Order number: 100796",Software/Connectivity,NORMAL,100796.0,Positive,Software,High,Negative,Programmatūra,2023-12-04
T000131,2023-12-08,C0023,Battery problem with my lock,"My smart lock battery drains in a day.<br>I tried new batteries and it still dies.<br>This is unacceptable.<br><br>Sent from my iPhone

Order number: 100655",Battery Issue,NORMAL,100655.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000135,2023-12-08,C0125,Battery dies in 2 days,"My NordLock Pro dies in a day.
I tried new batteries and it still dies.
This is unacceptable.
Also: dead battery.

<p>Thanks</p><p>Customer</p>

My order #101032.",Battery Issue,NORMAL,101032.0,Positive,Battery,Critical,Negative,Baterija,2023-12-04
T000136,2023-12-08,C0078,Can't open the door,"I am stuck outside — the lock will not unlock.<br>The app shows not responding.<br>I can't get into my house.<br><br><br><br>--<br>NordTech Customer

Order number: 100417",Access/Lock Failure,CRITICAL,100417.0,Negative,Access Failure,High,Negative,Piekļuve,2023-12-04
T000150,2023-12-09,C0122,I want a refund,"I want to get a refund for this product.<br>It is not as described.<br>Please send return instructions.<br><br>Sent from my iPhone

Order number: 100503",General Inquiry,HIGH,100503.0,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-04
T000158,2023-12-09,C0083,Tracking shows no updates,"<p>My delivery is late.
Tracking shows in transit for days.
Where is my order?
Also: tracking.

Sent from my Android device</p><br><p>ASAP</p>

Order number: 100929",Logistics,CRITICAL,100929.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-04
T000160,2023-12-09,C0033,Refund for my purchase,"<p>I want to return this product.
It is not working.
I need my money back.

—
Regards,
A very unhappy customer</p>

Order number: 100818",Software/Connectivity,HIGH,100818.0,Positive,General,Normal,Negative,Vispārēji,2023-12-04
T000146,2023-12-09,C0115,Battery dies in 2 days,"My NordLock Pro dies in a day.
I tried new batteries and it still dies.
I can't rely on this.

Sent from my Android device

My order #100730.",General Inquiry,NORMAL,100730.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000152,2023-12-09,C0024,Very disappointed,"The product is not working.<br>Very disappointed.<br>Please help.<br><br>Sent from my iPhone

Order number: 101200",Software/Connectivity,CRITICAL,101200.0,Positive,General,High,Negative,Vispārēji,2023-12-04
T000156,2023-12-09,C0066,Battery problem with my lock,"My NordLock Pro dies in a day.
I changed batteries and it still drains quickly.
This is unacceptable.

<p>Thanks</p><p>Customer</p>

My order #100663.",Battery Issue,NORMAL,100663.0,Positive,Battery,High,Negative,Baterija,2023-12-04
T000154,2023-12-09,C0276,I want a refund,"I want to get a refund for this product.
It is not as described.
I need my money back.

Sent from my iPhone

Order number: 101147",General Inquiry,HIGH,101147.0,Neutral,General,High,Negative,Vispārēji,2023-12-04
T000149,2023-12-09,C0240,Battery problem with my lock,"<p>My NordLock Pro dies in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: dead battery.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

My order #100487.",Battery Issue,NORMAL,100487.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000153,2023-12-09,C0057,Battery dies in 2 days,"My NordLock Pro dies in 2 days.<br>I tried new batteries and it still drains quickly.<br>This is unacceptable.<br><br>Sent from my iPhone

Order number: 100758",Battery Issue,NORMAL,100758.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000152,2023-12-09,C0024,Very disappointed,"The product is not working.<br>Very disappointed.<br>Please help.<br><br>Sent from my iPhone

Order number: 101200",Software/Connectivity,CRITICAL,101200.0,Positive,General,Normal,Negative,Vispārēji,2023-12-04
T000151,2023-12-09,C0122,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

Sent from my iPhone</p>

Order number: 100503",Software/Connectivity,NORMAL,100503.0,Negative,Software,High,Negative,Programmatūra,2023-12-04
T000155,2023-12-09,C0158,Battery problem with my lock,"My smart lock battery drains in 48 hours.<br>I tried new batteries and it still dies.<br>I can't rely on this.<br><br>—<br>Regards,<br>A very unhappy customer",Battery Issue,NORMAL,,Positive,Battery,Normal,Negative,Baterija,2023-12-04
T000148,2023-12-09,C0301,App cannot connect to WiFi,"The app cannot connect to the lock.<br>I tried reinstalling the app but it fails.<br>It worked once and then stopped.<br><br>Sent from my Android device

Ref: TX-100644",Software/Connectivity,NORMAL,100644.0,Negative,Software,Normal,Negative,Programmatūra,2023-12-04
T000147,2023-12-09,C0019,Very disappointed,"The product is broken.<br>Poor quality.<br>What are my options?<br><br><br><br>--<br>NordTech Customer

Order number: 100784",General Inquiry,HIGH,100784.0,Negative,General,Normal,Negative,Vispārēji,2023-12-04
T000157,2023-12-09,C0271,App cannot connect to WiFi,"<p>The app cannot connect to the lock.
I tried resetting but it fails.
It worked once and then stopped.

Sent from my iPhone</p>

Order number: 100752",Software/Connectivity,NORMAL,100752.0,Negative,Software,Normal,Negative,Programmatūra,2023-12-04
T000159,2023-12-09,C0176,Very disappointed,"<p>The product is not working.
This should not happen.
I want a replacement.

Sent from my Android device</p>

My order #100597.",Software/Connectivity,NORMAL,100597.0,Positive,General,Normal,Negative,Vispārēji,2023-12-04
T000145,2023-12-09,C0117,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.<br>I changed batteries and it still drains quickly.<br>I can't rely on this.<br><br>Sent from my iPhone

Order number: 100455",Battery Issue,NORMAL,100455.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000161,2023-12-10,C0059,NordLock Pro battery drains fast,"<p>My smart lock dies in 2 days.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: battery dies.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>

My order #100686.",Battery Issue,CRITICAL,100686.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000171,2023-12-10,C0075,Battery problem with my lock,"<p>My NordLock Pro battery drains in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: battery dies.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>",Battery Issue,CRITICAL,,Positive,Battery,High,Negative,Baterija,2023-12-04
T000172,2023-12-10,C0042,Locked out of my home,"I am locked out — the lock does not respond.<br>The app shows offline.<br>I can't get into my house.<br><br>Sent from my Android device

Order number: 100512",Access/Lock Failure,NORMAL,100512.0,Neutral,Access Failure,High,Negative,Piekļuve,2023-12-04
T000164,2023-12-10,C0058,NordLock Pro battery drains fast,"My NordLock Pro dies in 2 days.
I tried new batteries and it still dies.
I can't rely on this.

Sent from my Android device

Order number: 100774",General Inquiry,NORMAL,100774.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000165,2023-12-10,C0271,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

Sent from my iPhone",General Inquiry,NORMAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000170,2023-12-10,C0147,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried reinstalling the app but it fails.
Please advise.

—
Regards,
A very unhappy customer</p>

My order #100594.",Software/Connectivity,NORMAL,100594.0,Neutral,Software,High,Negative,Programmatūra,2023-12-04
T000163,2023-12-10,C0137,Can't open the door,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.

Sent from my iPhone</p><br><p>Please help!</p>",Access/Lock Failure,CRITICAL,,Negative,Access Failure,High,Negative,Piekļuve,2023-12-04
T000167,2023-12-10,C0085,Return request,"I want to return this product.
It is not as described.
How do I start an RMA?

<br><br>--<br>NordTech Customer",General Inquiry,NORMAL,,Neutral,Logistics,High,Negative,Loģistika,2023-12-04
T000168,2023-12-10,C0001,Battery dies in 2 days,"<p>My smart lock battery drains in a day.
I changed batteries and it still dies.
Please help ASAP.
Also: dead battery.

Sent from my Android device</p>

Ref: TX-100913",Battery Issue,CRITICAL,100913.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000173,2023-12-10,C0218,App cannot connect to WiFi,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>

Order number: 101105",Software/Connectivity,NORMAL,101105.0,Neutral,Software,High,Negative,Programmatūra,2023-12-04
T000174,2023-12-10,C0199,Battery problem with my lock,"My NordLock Pro battery drains in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

Sent from my Android device

My order #100140.",Battery Issue,NORMAL,100140.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-04
T000169,2023-12-10,C0025,Can't open the door,"I am stuck outside — the lock does not respond.<br>The app shows not responding.<br>I can't get into my house.<br><br>Sent from my Android device

My order #100523.",Access/Lock Failure,CRITICAL,100523.0,Negative,Access Failure,High,Negative,Piekļuve,2023-12-04
T000166,2023-12-10,C0229,Battery problem with my lock,"My NordLock Pro battery drains in 2 days.<br>I changed batteries and it still dies.<br>This is unacceptable.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100926",Battery Issue,NORMAL,100926.0,Positive,Battery,High,Negative,Baterija,2023-12-04
T000162,2023-12-10,C0129,Battery dies in 2 days,"My smart lock dies in a day.<br>I changed batteries and it still dies.<br>I can't rely on this.<br>Also: dead battery.<br><br>Sent from my iPhone

Ref: TX-100074",Battery Issue,NORMAL,100074.0,Neutral,Battery,High,Negative,Baterija,2023-12-04
T000180,2023-12-11,C0187,Where is my order?,"My delivery is stuck.
Tracking shows no updates.
This is taking too long.

Sent from my Android device

My order #100954.",Access/Lock Failure,CRITICAL,100954.0,Negative,Logistics,High,Negative,Loģistika,2023-12-11
T000190,2023-12-11,C0041,Delivery delay,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?

—
Regards,
A very unhappy customer</p>

My order #100790.",Software/Connectivity,NORMAL,100790.0,Positive,Logistics,High,Negative,Loģistika,2023-12-11
T000189,2023-12-11,C0282,NordLock Pro won't unlock,"I am locked out — the lock does not respond.<br>The app shows offline.<br>I need immediate assistance.<br><br>Sent from my Android device

My order #100815.",Access/Lock Failure,NORMAL,100815.0,Neutral,Hardware,Critical,Negative,Hardware,2023-12-11
T000182,2023-12-11,C0276,Can't connect the app,"The app will not connect to WiFi.
I tried reinstalling the app but it fails.
It worked once and then stopped.

<br><br>--<br>NordTech Customer

Order number: 101147",Software/Connectivity,NORMAL,101147.0,Negative,Software,Normal,Negative,Programmatūra,2023-12-11
T000184,2023-12-11,C0046,I want a refund,"<p>I want to get a refund for this product.
It is not as described.
I need my money back.
Also: return.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>",General Inquiry,CRITICAL,,Neutral,General,Normal,Negative,Vispārēji,2023-12-11
T000178,2023-12-11,C0023,Product defective,"<p>The product is not working.
Poor quality.
What are my options?
Also: defective.

Sent from my Android device</p><br><p>This is unacceptable.</p>

Order number: 101047",General Inquiry,NORMAL,101047.0,Positive,General,High,Negative,Vispārēji,2023-12-11
T000187,2023-12-11,C0307,Battery problem with my lock,"<p>My NordLock Pro dies in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my iPhone</p><br><p>ASAP</p>

My order #101115.",General Inquiry,CRITICAL,101115.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000188,2023-12-11,C0029,Battery dies in 2 days,"My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
Please help ASAP.
Also: battery life.

Sent from my Android device",Battery Issue,CRITICAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000175,2023-12-11,C0025,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
Please help ASAP.
Also: battery drains.

<p>Thanks</p><p>Customer</p></p>

My order #100523.",Battery Issue,CRITICAL,100523.0,Positive,Battery,High,Negative,Baterija,2023-12-11
T000186,2023-12-11,C0002,Delivery delay,"My delivery is late.
Tracking shows in transit for days.
This is taking too long.

—
Regards,
A very unhappy customer

My order #101165.",Software/Connectivity,NORMAL,101165.0,Positive,Logistics,High,Negative,Loģistika,2023-12-11
T000176,2023-12-11,C0183,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.
Also: 2 days.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Order number: 100802",General Inquiry,NORMAL,100802.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000177,2023-12-11,C0008,Battery problem with my lock,"My smart lock dies in 48 hours.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my iPhone

Ref: TX-100976",General Inquiry,NORMAL,100976.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000179,2023-12-11,C0075,Battery dies in 2 days,"My NordLock Pro dies in 2 days.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device

Ref: TX-100871",Battery Issue,CRITICAL,100871.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000183,2023-12-11,C0010,NordLock Pro won't unlock,"<p>I am locked out — the lock will not unlock.
The app shows not responding.
This is urgent.

Sent from my iPhone</p><br><p>This is unacceptable.</p>

Ref: TX-100813",Access/Lock Failure,CRITICAL,100813.0,Neutral,Access Failure,Critical,Negative,Piekļuve,2023-12-11
T000185,2023-12-11,C0066,Can't connect the app,"<p>The app cannot connect to WiFi.
I tried pairing again but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

My order #100663.",Software/Connectivity,NORMAL,100663.0,Neutral,Software,Normal,Negative,Programmatūra,2023-12-11
T000181,2023-12-11,C0017,Can't open the door,"I am locked out — the lock will not unlock.<br>The app shows offline.<br>This is urgent.<br><br>Sent from my Android device

Ref: TX-100977",Access/Lock Failure,CRITICAL,100977.0,Neutral,Access Failure,Critical,Negative,Piekļuve,2023-12-11
T000200,2023-12-12,C0042,Battery dies in 2 days,"My NordLock Pro dies in a day.
I changed batteries and it still dies.
This is unacceptable.

<br><br>--<br>NordTech Customer

Order number: 100512",General Inquiry,NORMAL,100512.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000192,2023-12-12,C0001,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows no updates.
Where is my order?

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Order number: 101035",Logistics,NORMAL,101035.0,Positive,Logistics,High,Negative,Loģistika,2023-12-11
T000197,2023-12-12,C0006,Where is my order?,"My delivery is late.
Tracking shows no updates.
Please update me.
Also: delivery late.

—
Regards,
A very unhappy customer",Software/Connectivity,NORMAL,,Positive,Logistics,Normal,Negative,Loģistika,2023-12-11
T000199,2023-12-12,C0005,Battery dies in 2 days,"My smart lock dies in a day.
I tried new batteries and it still dies.
This is unacceptable.

Sent from my Android device",General Inquiry,NORMAL,,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000195,2023-12-12,C0093,Return request,"I want to get a refund for this product.
It is not as described.
I need my money back.

Sent from my iPhone",General Inquiry,HIGH,,Neutral,General,Normal,Negative,Vispārēji,2023-12-11
T000194,2023-12-12,C0042,Battery problem with my lock,"<p>My smart lock battery drains in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: battery drains.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>

Order number: 100512",Battery Issue,CRITICAL,100512.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000196,2023-12-12,C0006,NordLock Pro pairing issue,"<p>The app cannot connect to the lock.
I tried pairing again but it fails.
Please advise.
Also: pairing.

Sent from my Android device</p>

My order #100969.",Software/Connectivity,NORMAL,100969.0,Negative,Software,High,Negative,Programmatūra,2023-12-11
T000201,2023-12-12,C0047,Not working as expected,"<p>The product is defective.
Very disappointed.
What are my options?
Also: poor quality.

—
Regards,
A very unhappy customer</p><br><p>This is unacceptable.</p>

Order number: 100859",Software/Connectivity,HIGH,100859.0,Positive,General,Normal,Negative,Vispārēji,2023-12-11
T000198,2023-12-12,C0052,NordLock Pro battery drains fast,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.

Sent from my iPhone</p>

My order #100999.",General Inquiry,NORMAL,100999.0,Neutral,Battery,Normal,Negative,Baterija,2023-12-11
T000193,2023-12-12,C0238,I want a refund,I want to get a refund for this product.<br>It is not working.<br>How do I start an RMA?<br>Also: refund.<br><br>Sent from my Android device,General Inquiry,HIGH,,Positive,Quality,High,Negative,Kvalitāte,2023-12-11
T000191,2023-12-12,C0122,App cannot connect to WiFi,"The app will not connect to the lock.
I tried pairing again but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer

Ref: TX-100503",Software/Connectivity,NORMAL,100503.0,Neutral,Software,High,Negative,Programmatūra,2023-12-11
T000210,2023-12-13,C0019,Very disappointed,"The product is not working.<br>This should not happen.<br>Please help.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100784",Software/Connectivity,CRITICAL,100784.0,Positive,General,High,Negative,Vispārēji,2023-12-11
T000204,2023-12-13,C0018,Battery problem with my lock,"My smart lock battery drains in 48 hours.<br>I changed batteries and it still drains quickly.<br>Please help ASAP.<br><br>—<br>Regards,<br>A very unhappy customer",Battery Issue,CRITICAL,,Positive,Battery,Critical,Negative,Baterija,2023-12-11
T000216,2023-12-13,C0051,Where is my order?,"My delivery is stuck.
Tracking shows pending.
Please update me.

Sent from my iPhone

Order number: 100384",Access/Lock Failure,CRITICAL,100384.0,Negative,Logistics,High,Negative,Loģistika,2023-12-11
T000211,2023-12-13,C0151,Tracking shows no updates,"My delivery is delayed.<br>Tracking shows pending.<br>Where is my order?<br><br>Sent from my Android device

My order #100936.",Logistics,NORMAL,100936.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-11
T000205,2023-12-13,C0026,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I changed batteries and it still dies.
I can't rely on this.

Sent from my Android device

My order #100446.",General Inquiry,NORMAL,100446.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000209,2023-12-13,C0042,Very disappointed,"<p>The product is broken.
Poor quality.
What are my options?

Sent from my Android device</p>

Ref: TX-100512",General Inquiry,HIGH,100512.0,Negative,General,Normal,Negative,Vispārēji,2023-12-11
T000212,2023-12-13,C0199,Can't connect the app,"The app cannot connect to the lock.
I tried pairing again but it fails.
It worked once and then stopped.

—
Regards,
A very unhappy customer

My order #100140.",Software/Connectivity,NORMAL,100140.0,Neutral,Access Failure,High,Negative,Piekļuve,2023-12-11
